time,driver,drivernumber,laptime,lapnumber,stint,pitouttime,pitintime,sector1time,sector2time,sector3time,sector1sessiontime,sector2sessiontime,sector3sessiontime,speedi1,speedi2,speedfl,speedst,ispersonalbest,compound,tyrelife,freshtyre,team,lapstarttime,lapstartdate,trackstatus,position,deleted,deletedreason,fastf1generated,isaccurate,lapstartdate_dt,time_s,time_td,laptime_s,laptime_td,pitouttime_s,pitouttime_td,pitintime_s,pitintime_td,sector1time_s,sector1time_td,sector2time_s,sector2time_td,sector3time_s,sector3time_td,sector1sessiontime_s,sector1sessiontime_td,sector2sessiontime_s,sector2sessiontime_td,sector3sessiontime_s,sector3sessiontime_td,lapstarttime_s,lapstarttime_td,pit_in_td,pit_out_td,pit_duration_s,grand_prix
0 days 00:56:37.214000,TSU,22,0 days 00:01:51.865000,12.0,4.0,nan,0 days 00:56:35.396000,0 days 00:00:33.797000,0 days 00:00:48.484000,0 days 00:00:29.584000,0 days 00:55:19.146000,0 days 00:56:07.630000,0 days 00:56:37.214000,174.0,210.0,,295.0,False,SOFT,6.0,False,AlphaTauri,0 days 00:54:45.349000,2023-03-04 15:39:46.346,1,,False,nan,False,False,2023-03-04 15:39:46.346,3397.214,0 days 00:56:37.214000,111.865,0 days 00:01:51.865000,,,3395.396,0 days 00:56:35.396000,33.797,0 days 00:00:33.797000,48.484,0 days 00:00:48.484000,29.584,0 days 00:00:29.584000,3319.146,0 days 00:55:19.146000,3367.63,0 days 00:56:07.630000,3397.214,0 days 00:56:37.214000,3285.349,0 days 00:54:45.349000,0 days 00:56:35.396000,,,Bahrain GP 2023
0 days 01:01:43.817000,TSU,22,nan,13.0,5.0,0 days 00:59:35.049000,nan,nan,0 days 00:00:48.612000,0 days 00:00:39.176000,nan,0 days 01:01:04.688000,0 days 01:01:43.999000,171.0,221.0,288.0,121.0,False,SOFT,4.0,False,AlphaTauri,0 days 00:56:37.214000,2023-03-04 15:41:38.211,1,,False,nan,False,False,2023-03-04 15:41:38.211,3703.817,0 days 01:01:43.817000,,,3575.049,0 days 00:59:35.049000,,,,,48.612,0 days 00:00:48.612000,39.176,0 days 00:00:39.176000,,,3664.688,0 days 01:01:04.688000,3703.999,0 days 01:01:43.999000,3397.214,0 days 00:56:37.214000,,0 days 00:59:35.049000,,Bahrain GP 2023
0 days 01:03:16.327000,TSU,22,0 days 00:01:32.510000,14.0,5.0,nan,nan,0 days 00:00:29.540000,0 days 00:00:39.859000,0 days 00:00:23.111000,0 days 01:02:13.357000,0 days 01:02:53.216000,0 days 01:03:16.327000,238.0,268.0,287.0,320.0,True,SOFT,5.0,False,AlphaTauri,0 days 01:01:43.817000,2023-03-04 15:46:44.814,1,,False,nan,False,True,2023-03-04 15:46:44.814,3796.327,0 days 01:03:16.327000,92.51,0 days 00:01:32.510000,,,,,29.54,0 days 00:00:29.540000,39.859,0 days 00:00:39.859000,23.111,0 days 00:00:23.111000,3733.357,0 days 01:02:13.357000,3773.216,0 days 01:02:53.216000,3796.327,0 days 01:03:16.327000,3703.817,0 days 01:01:43.817000,,,,Bahrain GP 2023
0 days 01:05:22.311000,TSU,22,0 days 00:02:05.984000,15.0,5.0,nan,0 days 01:05:20.527000,0 days 00:00:36.977000,0 days 00:00:53.895000,0 days 00:00:35.112000,0 days 01:03:53.304000,0 days 01:04:47.199000,0 days 01:05:22.311000,158.0,163.0,,268.0,False,SOFT,6.0,False,AlphaTauri,0 days 01:03:16.327000,2023-03-04 15:48:17.324,1,,False,nan,False,False,2023-03-04 15:48:17.324,3922.311,0 days 01:05:22.311000,125.984,0 days 00:02:05.984000,,,3920.527,0 days 01:05:20.527000,36.977,0 days 00:00:36.977000,53.895,0 days 00:00:53.895000,35.112,0 days 00:00:35.112000,3833.304,0 days 01:03:53.304000,3887.199,0 days 01:04:47.199000,3922.311,0 days 01:05:22.311000,3796.327,0 days 01:03:16.327000,0 days 01:05:20.527000,,,Bahrain GP 2023
0 days 00:28:51.361000,ALB,23,nan,1.0,1.0,0 days 00:27:02.599000,nan,nan,0 days 00:00:46.536000,0 days 00:00:25.880000,nan,0 days 00:28:25.489000,0 days 00:28:51.379000,214.0,226.0,291.0,172.0,False,SOFT,1.0,True,Williams,0 days 00:27:02.599000,2023-03-04 15:12:03.596,1,,False,nan,False,False,2023-03-04 15:12:03.596,1731.361,0 days 00:28:51.361000,,,1622.599,0 days 00:27:02.599000,,,,,46.536,0 days 00:00:46.536000,25.88,0 days 00:00:25.880000,,,1705.489,0 days 00:28:25.489000,1731.379,0 days 00:28:51.379000,1622.599,0 days 00:27:02.599000,,0 days 00:27:02.599000,,Bahrain GP 2023
0 days 00:30:23.455000,ALB,23,0 days 00:01:32.094000,2.0,1.0,nan,nan,0 days 00:00:29.384000,0 days 00:00:39.714000,0 days 00:00:22.996000,0 days 00:29:20.745000,0 days 00:30:00.459000,0 days 00:30:23.455000,240.0,274.0,289.0,323.0,True,SOFT,2.0,True,Williams,0 days 00:28:51.361000,2023-03-04 15:13:52.358,1,,False,nan,False,True,2023-03-04 15:13:52.358,1823.455,0 days 00:30:23.455000,92.094,0 days 00:01:32.094000,,,,,29.384,0 days 00:00:29.384000,39.714,0 days 00:00:39.714000,22.996,0 days 00:00:22.996000,1760.745,0 days 00:29:20.745000,1800.459,0 days 00:30:00.459000,1823.455,0 days 00:30:23.455000,1731.361,0 days 00:28:51.361000,,,,Bahrain GP 2023
0 days 00:32:19.779000,ALB,23,0 days 00:01:56.324000,3.0,1.0,nan,0 days 00:32:16.266000,0 days 00:00:40.979000,0 days 00:00:44.244000,0 days 00:00:31.101000,0 days 00:31:04.434000,0 days 00:31:48.678000,0 days 00:32:19.779000,100.0,255.0,,183.0,False,SOFT,3.0,True,Williams,0 days 00:30:23.455000,2023-03-04 15:15:24.452,1,,False,nan,False,False,2023-03-04 15:15:24.452,1939.779,0 days 00:32:19.779000,116.324,0 days 00:01:56.324000,,,1936.266,0 days 00:32:16.266000,40.979,0 days 00:00:40.979000,44.244,0 days 00:00:44.244000,31.101,0 days 00:00:31.101000,1864.434,0 days 00:31:04.434000,1908.678,0 days 00:31:48.678000,1939.779,0 days 00:32:19.779000,1823.455,0 days 00:30:23.455000,0 days 00:32:16.266000,,,Bahrain GP 2023
0 days 00:38:25.106000,ALB,23,nan,4.0,2.0,0 days 00:36:30.339000,nan,nan,0 days 00:00:52.697000,0 days 00:00:27.865000,nan,0 days 00:37:57.291000,0 days 00:38:25.306000,223.0,207.0,290.0,178.0,False,SOFT,1.0,True,Williams,0 days 00:32:19.779000,2023-03-04 15:17:20.776,1,,False,nan,False,False,2023-03-04 15:17:20.776,2305.106,0 days 00:38:25.106000,,,2190.339,0 days 00:36:30.339000,,,,,52.697,0 days 00:00:52.697000,27.865,0 days 00:00:27.865000,,,2277.291,0 days 00:37:57.291000,2305.306,0 days 00:38:25.306000,1939.779,0 days 00:32:19.779000,,0 days 00:36:30.339000,,Bahrain GP 2023
0 days 00:39:56.567000,ALB,23,0 days 00:01:31.461000,5.0,2.0,nan,nan,0 days 00:00:29.250000,0 days 00:00:39.224000,0 days 00:00:22.987000,0 days 00:38:54.356000,0 days 00:39:33.580000,0 days 00:39:56.567000,241.0,274.0,291.0,322.0,True,SOFT,2.0,True,Williams,0 days 00:38:25.106000,2023-03-04 15:23:26.103,1,,False,nan,False,True,2023-03-04 15:23:26.103,2396.567,0 days 00:39:56.567000,91.461,0 days 00:01:31.461000,,,,,29.25,0 days 00:00:29.250000,39.224,0 days 00:00:39.224000,22.987,0 days 00:00:22.987000,2334.356,0 days 00:38:54.356000,2373.58,0 days 00:39:33.580000,2396.567,0 days 00:39:56.567000,2305.106,0 days 00:38:25.106000,,,,Bahrain GP 2023
0 days 00:41:56.968000,ALB,23,0 days 00:02:00.401000,6.0,2.0,nan,0 days 00:41:55.146000,0 days 00:00:39.595000,0 days 00:00:51.641000,0 days 00:00:29.165000,0 days 00:40:36.162000,0 days 00:41:27.803000,0 days 00:41:56.968000,185.0,229.0,,129.0,False,SOFT,3.0,True,Williams,0 days 00:39:56.567000,2023-03-04 15:24:57.564,1,,False,nan,False,False,2023-03-04 15:24:57.564,2516.968,0 days 00:41:56.968000,120.401,0 days 00:02:00.401000,,,2515.146,0 days 00:41:55.146000,39.595,0 days 00:00:39.595000,51.641,0 days 00:00:51.641000,29.165,0 days 00:00:29.165000,2436.162,0 days 00:40:36.162000,2487.803,0 days 00:41:27.803000,2516.968,0 days 00:41:56.968000,2396.567,0 days 00:39:56.567000,0 days 00:41:55.146000,,,Bahrain GP 2023
0 days 00:57:59.737000,ALB,23,nan,7.0,3.0,0 days 00:56:04.474000,nan,nan,0 days 00:00:52.245000,0 days 00:00:27.827000,nan,0 days 00:57:31.910000,0 days 00:57:59.941000,217.0,172.0,291.0,194.0,False,SOFT,1.0,True,Williams,0 days 00:41:56.968000,2023-03-04 15:26:57.965,1,,False,nan,False,False,2023-03-04 15:26:57.965,3479.737,0 days 00:57:59.737000,,,3364.474,0 days 00:56:04.474000,,,,,52.245,0 days 00:00:52.245000,27.826999999999998,0 days 00:00:27.827000,,,3451.91,0 days 00:57:31.910000,3479.941,0 days 00:57:59.941000,2516.968,0 days 00:41:56.968000,,0 days 00:56:04.474000,,Bahrain GP 2023
0 days 01:00:05.271000,ALB,23,0 days 00:02:05.534000,8.0,3.0,nan,0 days 01:00:03.455000,0 days 00:00:30.014000,0 days 00:00:59.600000,0 days 00:00:35.920000,0 days 00:58:29.751000,0 days 00:59:29.351000,0 days 01:00:05.271000,227.0,159.0,,322.0,False,SOFT,2.0,True,Williams,0 days 00:57:59.737000,2023-03-04 15:43:00.734,1,,False,nan,False,False,2023-03-04 15:43:00.734,3605.271,0 days 01:00:05.271000,125.534,0 days 00:02:05.534000,,,3603.455,0 days 01:00:03.455000,30.014,0 days 00:00:30.014000,59.6,0 days 00:00:59.600000,35.92,0 days 00:00:35.920000,3509.751,0 days 00:58:29.751000,3569.351,0 days 00:59:29.351000,3605.271,0 days 01:00:05.271000,3479.737,0 days 00:57:59.737000,0 days 01:00:03.455000,,,Bahrain GP 2023
0 days 00:30:46.980000,SAR,2,nan,1.0,1.0,0 days 00:28:31.504000,nan,nan,0 days 00:00:53.454000,0 days 00:00:36.631000,nan,0 days 00:30:10.362000,0 days 00:30:47.002000,198.0,140.0,288.0,76.0,False,SOFT,1.0,True,Williams,0 days 00:28:31.504000,2023-03-04 15:13:32.501,1,,False,nan,False,False,2023-03-04 15:13:32.501,1846.98,0 days 00:30:46.980000,,,1711.504,0 days 00:28:31.504000,,,,,53.454,0 days 00:00:53.454000,36.631,0 days 00:00:36.631000,,,1810.362,0 days 00:30:10.362000,1847.002,0 days 00:30:47.002000,1711.504,0 days 00:28:31.504000,,0 days 00:28:31.504000,,Bahrain GP 2023
0 days 00:32:19.653000,SAR,2,0 days 00:01:32.673000,2.0,1.0,nan,nan,0 days 00:00:29.940000,0 days 00:00:39.580000,0 days 00:00:23.153000,0 days 00:31:16.920000,0 days 00:31:56.500000,0 days 00:32:19.653000,239.0,271.0,281.0,322.0,True,SOFT,2.0,True,Williams,0 days 00:30:46.980000,2023-03-04 15:15:47.977,1,,False,nan,False,True,2023-03-04 15:15:47.977,1939.653,0 days 00:32:19.653000,92.673,0 days 00:01:32.673000,,,,,29.94,0 days 00:00:29.940000,39.58,0 days 00:00:39.580000,23.153,0 days 00:00:23.153000,1876.92,0 days 00:31:16.920000,1916.5,0 days 00:31:56.500000,1939.653,0 days 00:32:19.653000,1846.98,0 days 00:30:46.980000,,,,Bahrain GP 2023
0 days 00:34:06.590000,SAR,2,0 days 00:01:46.937000,3.0,1.0,nan,0 days 00:34:04.701000,0 days 00:00:31.774000,0 days 00:00:44.513000,0 days 00:00:30.650000,0 days 00:32:51.427000,0 days 00:33:35.940000,0 days 00:34:06.590000,223.0,217.0,,303.0,False,SOFT,3.0,True,Williams,0 days 00:32:19.653000,2023-03-04 15:17:20.650,1,,False,nan,False,False,2023-03-04 15:17:20.650,2046.59,0 days 00:34:06.590000,106.937,0 days 00:01:46.937000,,,2044.701,0 days 00:34:04.701000,31.774,0 days 00:00:31.774000,44.513,0 days 00:00:44.513000,30.65,0 days 00:00:30.650000,1971.427,0 days 00:32:51.427000,2015.94,0 days 00:33:35.940000,2046.59,0 days 00:34:06.590000,1939.653,0 days 00:32:19.653000,0 days 00:34:04.701000,,,Bahrain GP 2023
0 days 00:40:00.715000,SAR,2,nan,4.0,2.0,0 days 00:37:42.369000,nan,nan,0 days 00:00:52.153000,0 days 00:00:49.365000,nan,0 days 00:39:11.414000,0 days 00:40:00.898000,180.0,186.0,288.0,132.0,False,SOFT,1.0,True,Williams,0 days 00:34:06.590000,2023-03-04 15:19:07.587,1,,False,nan,False,False,2023-03-04 15:19:07.587,2400.715,0 days 00:40:00.715000,,,2262.369,0 days 00:37:42.369000,,,,,52.153,0 days 00:00:52.153000,49.365,0 days 00:00:49.365000,,,2351.414,0 days 00:39:11.414000,2400.898,0 days 00:40:00.898000,2046.59,0 days 00:34:06.590000,,0 days 00:37:42.369000,,Bahrain GP 2023
0 days 00:41:32.367000,SAR,2,0 days 00:01:31.652000,5.0,2.0,nan,nan,0 days 00:00:29.352000,0 days 00:00:39.343000,0 days 00:00:22.957000,0 days 00:40:30.067000,0 days 00:41:09.410000,0 days 00:41:32.367000,241.0,271.0,285.0,322.0,True,SOFT,2.0,True,Williams,0 days 00:40:00.715000,2023-03-04 15:25:01.712,1,,False,nan,False,True,2023-03-04 15:25:01.712,2492.367,0 days 00:41:32.367000,91.652,0 days 00:01:31.652000,,,,,29.352,0 days 00:00:29.352000,39.343,0 days 00:00:39.343000,22.957,0 days 00:00:22.957000,2430.067,0 days 00:40:30.067000,2469.41,0 days 00:41:09.410000,2492.367,0 days 00:41:32.367000,2400.715,0 days 00:40:00.715000,,,,Bahrain GP 2023
0 days 00:43:37.776000,SAR,2,0 days 00:02:05.409000,6.0,2.0,nan,0 days 00:43:36.019000,0 days 00:00:38.206000,0 days 00:00:55.118000,0 days 00:00:32.085000,0 days 00:42:10.573000,0 days 00:43:05.691000,0 days 00:43:37.776000,175.0,168.0,,302.0,False,SOFT,3.0,True,Williams,0 days 00:41:32.367000,2023-03-04 15:26:33.364,1,,False,nan,False,False,2023-03-04 15:26:33.364,2617.776,0 days 00:43:37.776000,125.409,0 days 00:02:05.409000,,,2616.019,0 days 00:43:36.019000,38.206,0 days 00:00:38.206000,55.118,0 days 00:00:55.118000,32.085,0 days 00:00:32.085000,2530.573,0 days 00:42:10.573000,2585.691,0 days 00:43:05.691000,2617.776,0 days 00:43:37.776000,2492.367,0 days 00:41:32.367000,0 days 00:43:36.019000,,,Bahrain GP 2023
0 days 00:29:08.503000,MAG,20,nan,1.0,1.0,0 days 00:27:07.428000,nan,nan,0 days 00:00:49.064000,0 days 00:00:35.561000,nan,0 days 00:28:32.942000,0 days 00:29:08.551000,193.0,214.0,285.0,117.0,False,SOFT,1.0,True,Haas F1 Team,0 days 00:27:07.428000,2023-03-04 15:12:08.425,1,,False,nan,False,False,2023-03-04 15:12:08.425,1748.503,0 days 00:29:08.503000,,,1627.428,0 days 00:27:07.428000,,,,,49.064,0 days 00:00:49.064000,35.561,0 days 00:00:35.561000,,,1712.942,0 days 00:28:32.942000,1748.551,0 days 00:29:08.551000,1627.428,0 days 00:27:07.428000,,0 days 00:27:07.428000,,Bahrain GP 2023
0 days 00:30:40.573000,MAG,20,0 days 00:01:32.070000,2.0,1.0,nan,nan,0 days 00:00:29.414000,0 days 00:00:39.561000,0 days 00:00:23.095000,0 days 00:29:37.917000,0 days 00:30:17.478000,0 days 00:30:40.573000,240.0,270.0,286.0,316.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:29:08.503000,2023-03-04 15:14:09.500,1,,False,nan,False,True,2023-03-04 15:14:09.500,1840.573,0 days 00:30:40.573000,92.07,0 days 00:01:32.070000,,,,,29.414,0 days 00:00:29.414000,39.561,0 days 00:00:39.561000,23.095,0 days 00:00:23.095000,1777.917,0 days 00:29:37.917000,1817.478,0 days 00:30:17.478000,1840.573,0 days 00:30:40.573000,1748.503,0 days 00:29:08.503000,,,,Bahrain GP 2023
0 days 00:32:39.039000,MAG,20,0 days 00:01:58.466000,3.0,1.0,nan,0 days 00:32:37.234000,0 days 00:00:43.404000,0 days 00:00:44.688000,0 days 00:00:30.374000,0 days 00:31:23.977000,0 days 00:32:08.665000,0 days 00:32:39.039000,217.0,223.0,,149.0,False,SOFT,3.0,True,Haas F1 Team,0 days 00:30:40.573000,2023-03-04 15:15:41.570,1,,False,nan,False,False,2023-03-04 15:15:41.570,1959.039,0 days 00:32:39.039000,118.466,0 days 00:01:58.466000,,,1957.234,0 days 00:32:37.234000,43.404,0 days 00:00:43.404000,44.688,0 days 00:00:44.688000,30.374,0 days 00:00:30.374000,1883.977,0 days 00:31:23.977000,1928.665,0 days 00:32:08.665000,1959.039,0 days 00:32:39.039000,1840.573,0 days 00:30:40.573000,0 days 00:32:37.234000,,,Bahrain GP 2023
0 days 00:38:48.198000,MAG,20,nan,4.0,2.0,0 days 00:36:46.292000,nan,nan,0 days 00:00:53.516000,0 days 00:00:33.491000,nan,0 days 00:38:14.728000,0 days 00:38:48.352000,174.0,198.0,286.0,183.0,False,SOFT,1.0,True,Haas F1 Team,0 days 00:32:39.039000,2023-03-04 15:17:40.036,1,,False,nan,False,False,2023-03-04 15:17:40.036,2328.198,0 days 00:38:48.198000,,,2206.292,0 days 00:36:46.292000,,,,,53.516,0 days 00:00:53.516000,33.491,0 days 00:00:33.491000,,,2294.728,0 days 00:38:14.728000,2328.352,0 days 00:38:48.352000,1959.039,0 days 00:32:39.039000,,0 days 00:36:46.292000,,Bahrain GP 2023
0 days 00:40:20.090000,MAG,20,0 days 00:01:31.892000,5.0,2.0,nan,nan,0 days 00:00:29.428000,0 days 00:00:39.369000,0 days 00:00:23.095000,0 days 00:39:17.626000,0 days 00:39:56.995000,0 days 00:40:20.090000,240.0,271.0,289.0,317.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:38:48.198000,2023-03-04 15:23:49.195,1,,False,nan,False,True,2023-03-04 15:23:49.195,2420.09,0 days 00:40:20.090000,91.892,0 days 00:01:31.892000,,,,,29.428,0 days 00:00:29.428000,39.369,0 days 00:00:39.369000,23.095,0 days 00:00:23.095000,2357.626,0 days 00:39:17.626000,2396.995,0 days 00:39:56.995000,2420.09,0 days 00:40:20.090000,2328.198,0 days 00:38:48.198000,,,,Bahrain GP 2023
0 days 00:42:09.516000,MAG,20,0 days 00:01:49.426000,6.0,2.0,nan,0 days 00:42:07.708000,0 days 00:00:33.971000,0 days 00:00:46.898000,0 days 00:00:28.557000,0 days 00:40:54.061000,0 days 00:41:40.959000,0 days 00:42:09.516000,206.0,205.0,,306.0,False,SOFT,3.0,True,Haas F1 Team,0 days 00:40:20.090000,2023-03-04 15:25:21.087,1,,False,nan,False,False,2023-03-04 15:25:21.087,2529.516,0 days 00:42:09.516000,109.426,0 days 00:01:49.426000,,,2527.708,0 days 00:42:07.708000,33.971,0 days 00:00:33.971000,46.898,0 days 00:00:46.898000,28.557,0 days 00:00:28.557000,2454.061,0 days 00:40:54.061000,2500.959,0 days 00:41:40.959000,2529.516,0 days 00:42:09.516000,2420.09,0 days 00:40:20.090000,0 days 00:42:07.708000,,,Bahrain GP 2023
0 days 00:28:16.442000,PIA,81,nan,1.0,1.0,0 days 00:19:34.608000,0 days 00:22:06.870000,nan,nan,nan,nan,nan,nan,,,,,False,SOFT,1.0,True,McLaren,0 days 00:19:34.608000,2023-03-04 15:04:35.605,15,,False,nan,False,False,2023-03-04 15:04:35.605,1696.442,0 days 00:28:16.442000,,,1174.608,0 days 00:19:34.608000,1326.87,0 days 00:22:06.870000,,,,,,,,,,,,,1174.608,0 days 00:19:34.608000,0 days 00:22:06.870000,0 days 00:19:34.608000,152.262,Bahrain GP 2023
0 days 00:30:30.133000,PIA,81,nan,2.0,2.0,0 days 00:28:16.442000,nan,nan,0 days 00:00:48.696000,0 days 00:00:38.067000,nan,0 days 00:29:52.112000,0 days 00:30:30.174000,178.0,192.0,284.0,76.0,False,SOFT,2.0,False,McLaren,0 days 00:28:16.442000,2023-03-04 15:13:17.439,1,,False,nan,False,False,2023-03-04 15:13:17.439,1830.133,0 days 00:30:30.133000,,,1696.442,0 days 00:28:16.442000,,,,,48.696,0 days 00:00:48.696000,38.067,0 days 00:00:38.067000,,,1792.112,0 days 00:29:52.112000,1830.174,0 days 00:30:30.174000,1696.442,0 days 00:28:16.442000,,0 days 00:28:16.442000,,Bahrain GP 2023
0 days 00:32:02.766000,PIA,81,0 days 00:01:32.633000,3.0,2.0,nan,nan,0 days 00:00:29.815000,0 days 00:00:39.653000,0 days 00:00:23.165000,0 days 00:30:59.948000,0 days 00:31:39.601000,0 days 00:32:02.766000,238.0,268.0,285.0,316.0,True,SOFT,3.0,False,McLaren,0 days 00:30:30.133000,2023-03-04 15:15:31.130,1,,False,nan,False,True,2023-03-04 15:15:31.130,1922.766,0 days 00:32:02.766000,92.633,0 days 00:01:32.633000,,,,,29.815,0 days 00:00:29.815000,39.653,0 days 00:00:39.653000,23.165,0 days 00:00:23.165000,1859.948,0 days 00:30:59.948000,1899.601,0 days 00:31:39.601000,1922.766,0 days 00:32:02.766000,1830.133,0 days 00:30:30.133000,,,,Bahrain GP 2023
0 days 00:33:56.771000,PIA,81,0 days 00:01:54.005000,4.0,2.0,nan,0 days 00:33:54.967000,0 days 00:00:35.399000,0 days 00:00:49.023000,0 days 00:00:29.583000,0 days 00:32:38.165000,0 days 00:33:27.188000,0 days 00:33:56.771000,199.0,208.0,,261.0,False,SOFT,4.0,False,McLaren,0 days 00:32:02.766000,2023-03-04 15:17:03.763,1,,False,nan,False,False,2023-03-04 15:17:03.763,2036.771,0 days 00:33:56.771000,114.005,0 days 00:01:54.005000,,,2034.967,0 days 00:33:54.967000,35.399,0 days 00:00:35.399000,49.023,0 days 00:00:49.023000,29.583,0 days 00:00:29.583000,1958.165,0 days 00:32:38.165000,2007.188,0 days 00:33:27.188000,2036.771,0 days 00:33:56.771000,1922.766,0 days 00:32:02.766000,0 days 00:33:54.967000,,,Bahrain GP 2023
0 days 00:39:38.178000,PIA,81,nan,5.0,3.0,0 days 00:37:10.714000,nan,nan,0 days 00:00:51.086000,0 days 00:00:49.679000,nan,0 days 00:38:48.540000,0 days 00:39:38.367000,197.0,108.0,285.0,74.0,False,SOFT,1.0,True,McLaren,0 days 00:33:56.771000,2023-03-04 15:18:57.768,1,,False,nan,False,False,2023-03-04 15:18:57.768,2378.178,0 days 00:39:38.178000,,,2230.714,0 days 00:37:10.714000,,,,,51.086,0 days 00:00:51.086000,49.679,0 days 00:00:49.679000,,,2328.54,0 days 00:38:48.540000,2378.367,0 days 00:39:38.367000,2036.771,0 days 00:33:56.771000,,0 days 00:37:10.714000,,Bahrain GP 2023
0 days 00:41:10.279000,PIA,81,0 days 00:01:32.101000,6.0,3.0,nan,nan,0 days 00:00:29.561000,0 days 00:00:39.454000,0 days 00:00:23.086000,0 days 00:40:07.739000,0 days 00:40:47.193000,0 days 00:41:10.279000,241.0,268.0,285.0,316.0,True,SOFT,2.0,True,McLaren,0 days 00:39:38.178000,2023-03-04 15:24:39.175,1,,False,nan,False,True,2023-03-04 15:24:39.175,2470.279,0 days 00:41:10.279000,92.101,0 days 00:01:32.101000,,,,,29.561,0 days 00:00:29.561000,39.454,0 days 00:00:39.454000,23.086,0 days 00:00:23.086000,2407.739,0 days 00:40:07.739000,2447.193,0 days 00:40:47.193000,2470.279,0 days 00:41:10.279000,2378.178,0 days 00:39:38.178000,,,,Bahrain GP 2023
0 days 00:43:12.405000,PIA,81,0 days 00:02:02.126000,7.0,3.0,nan,0 days 00:43:09.285000,0 days 00:00:38.314000,0 days 00:00:49.786000,0 days 00:00:34.026000,0 days 00:41:48.593000,0 days 00:42:38.379000,0 days 00:43:12.405000,204.0,207.0,,228.0,False,SOFT,3.0,True,McLaren,0 days 00:41:10.279000,2023-03-04 15:26:11.276,1,,False,nan,False,False,2023-03-04 15:26:11.276,2592.405,0 days 00:43:12.405000,122.126,0 days 00:02:02.126000,,,2589.285,0 days 00:43:09.285000,38.314,0 days 00:00:38.314000,49.786,0 days 00:00:49.786000,34.026,0 days 00:00:34.026000,2508.593,0 days 00:41:48.593000,2558.379,0 days 00:42:38.379000,2592.405,0 days 00:43:12.405000,2470.279,0 days 00:41:10.279000,0 days 00:43:09.285000,,,Bahrain GP 2023
0 days 00:17:07.020000,DEV,21,nan,1.0,1.0,0 days 00:15:04.925000,nan,nan,0 days 00:00:55.481000,0 days 00:00:25.847000,nan,0 days 00:16:41.173000,0 days 00:17:07.032000,166.0,194.0,285.0,162.0,False,SOFT,1.0,True,AlphaTauri,0 days 00:15:04.925000,2023-03-04 15:00:05.922,1,,False,nan,False,False,2023-03-04 15:00:05.922,1027.02,0 days 00:17:07.020000,,,904.925,0 days 00:15:04.925000,,,,,55.481,0 days 00:00:55.481000,25.847,0 days 00:00:25.847000,,,1001.173,0 days 00:16:41.173000,1027.032,0 days 00:17:07.032000,904.925,0 days 00:15:04.925000,,0 days 00:15:04.925000,,Bahrain GP 2023
0 days 00:18:39.869000,DEV,21,0 days 00:01:32.849000,2.0,1.0,nan,nan,0 days 00:00:29.558000,0 days 00:00:40.170000,0 days 00:00:23.121000,0 days 00:17:36.578000,0 days 00:18:16.748000,0 days 00:18:39.869000,239.0,269.0,285.0,313.0,True,SOFT,2.0,True,AlphaTauri,0 days 00:17:07.020000,2023-03-04 15:02:08.017,1,,False,nan,False,True,2023-03-04 15:02:08.017,1119.869,0 days 00:18:39.869000,92.849,0 days 00:01:32.849000,,,,,29.558,0 days 00:00:29.558000,40.17,0 days 00:00:40.170000,23.121,0 days 00:00:23.121000,1056.578,0 days 00:17:36.578000,1096.748,0 days 00:18:16.748000,1119.869,0 days 00:18:39.869000,1027.02,0 days 00:17:07.020000,,,,Bahrain GP 2023
0 days 00:27:54.442000,DEV,21,nan,3.0,1.0,nan,0 days 00:20:41.013000,0 days 00:00:32.668000,nan,nan,0 days 00:19:12.655000,nan,nan,216.0,,,297.0,False,SOFT,3.0,True,AlphaTauri,0 days 00:18:39.869000,2023-03-04 15:03:40.866,15,,False,nan,False,False,2023-03-04 15:03:40.866,1674.442,0 days 00:27:54.442000,,,,,1241.013,0 days 00:20:41.013000,32.668,0 days 00:00:32.668000,,,,,1152.655,0 days 00:19:12.655000,,,,,1119.869,0 days 00:18:39.869000,0 days 00:20:41.013000,,,Bahrain GP 2023
0 days 00:29:54.508000,DEV,21,nan,4.0,2.0,0 days 00:27:54.442000,nan,nan,0 days 00:00:56.366000,0 days 00:00:27.614000,nan,0 days 00:29:26.894000,0 days 00:29:54.675000,175.0,187.0,285.0,187.0,False,SOFT,1.0,True,AlphaTauri,0 days 00:27:54.442000,2023-03-04 15:12:55.439,1,,False,nan,False,False,2023-03-04 15:12:55.439,1794.508,0 days 00:29:54.508000,,,1674.442,0 days 00:27:54.442000,,,,,56.366,0 days 00:00:56.366000,27.614,0 days 00:00:27.614000,,,1766.894,0 days 00:29:26.894000,1794.675,0 days 00:29:54.675000,1674.442,0 days 00:27:54.442000,,0 days 00:27:54.442000,,Bahrain GP 2023
