Driver,DriverName,Team,Session,LapNumber,Stint,Compound,LapTime_s,Sector1Time_s,Sector2Time_s,Sector3Time_s
ALO,ALO,Aston Martin,FP2,2.0,1.0,MEDIUM,87.685,20.995,37.906,28.784
ALO,ALO,Aston Martin,FP2,3.0,1.0,MEDIUM,75.457,19.975,35.288,20.194
ALO,ALO,Aston Martin,FP2,4.0,1.0,MEDIUM,88.593,22.107,42.021,24.465
ALO,ALO,Aston Martin,FP2,5.0,1.0,MEDIUM,73.79,19.299,34.747,19.744
ALO,ALO,Aston Martin,FP2,6.0,1.0,MEDIUM,97.661,23.191,49.077,25.393
ALO,ALO,Aston Martin,FP2,7.0,1.0,MEDIUM,78.287,19.29,34.623,24.374
ALO,ALO,Aston Martin,FP2,8.0,1.0,MEDIUM,101.469,30.689,45.929,24.851
ALO,ALO,Aston Martin,FP2,9.0,1.0,MEDIUM,73.025,19.019,34.493,19.513
ALO,ALO,Aston Martin,FP2,10.0,1.0,MEDIUM,93.838,29.031,42.198,22.609
ALO,ALO,Aston Martin,FP2,11.0,1.0,MEDIUM,73.015,19.088,34.454,19.473
ALO,ALO,Aston Martin,FP2,13.0,2.0,SOFT,90.357,25.149,39.75,25.458
ALO,ALO,Aston Martin,FP2,14.0,2.0,SOFT,72.164,18.867,34.171,19.126
ALO,ALO,Aston Martin,FP2,15.0,2.0,SOFT,92.211,24.549,43.644,24.018
ALO,ALO,Aston Martin,FP2,16.0,2.0,SOFT,71.753,18.756,33.878,19.119
ALO,ALO,Aston Martin,FP2,17.0,2.0,SOFT,98.117,25.701,44.539,27.877
ALO,ALO,Aston Martin,FP2,18.0,2.0,SOFT,99.541,23.924,44.607,31.01
ALO,ALO,Aston Martin,FP2,19.0,2.0,SOFT,107.004,22.026,49.319,35.659
ALO,ALO,Aston Martin,FP2,20.0,3.0,SOFT,90.777,25.507,39.459,25.811
ALO,ALO,Aston Martin,FP2,21.0,3.0,SOFT,94.05,18.809,42.125,33.116
ALO,ALO,Aston Martin,FP2,22.0,3.0,SOFT,71.838,18.826,33.823,19.189
ALO,ALO,Aston Martin,FP2,23.0,3.0,SOFT,94.498,24.519,44.973,25.006
ALO,ALO,Aston Martin,FP2,25.0,4.0,MEDIUM,84.621,24.117,38.634,21.87
ALO,ALO,Aston Martin,FP2,26.0,4.0,MEDIUM,78.2,20.182,36.788,21.23
ALO,ALO,Aston Martin,FP2,27.0,4.0,MEDIUM,77.198,20.21,36.056,20.932
ALO,ALO,Aston Martin,FP2,28.0,4.0,MEDIUM,77.147,20.167,36.321,20.659
ALO,ALO,Aston Martin,FP2,29.0,4.0,MEDIUM,76.742,20.174,35.886,20.682
ALO,ALO,Aston Martin,FP2,30.0,4.0,MEDIUM,77.053,20.001,36.241,20.811
ALO,ALO,Aston Martin,FP2,31.0,4.0,MEDIUM,77.372,20.071,36.413,20.888
ALO,ALO,Aston Martin,FP2,32.0,4.0,MEDIUM,76.531,19.916,36.01,20.605
ALO,ALO,Aston Martin,FP2,33.0,4.0,MEDIUM,76.836,19.957,36.24,20.639
ALO,ALO,Aston Martin,FP2,34.0,4.0,MEDIUM,76.864,20.005,36.239,20.62
ALO,ALO,Aston Martin,FP2,35.0,4.0,MEDIUM,78.378,20.343,36.916,21.119
ALO,ALO,Aston Martin,FP2,36.0,4.0,MEDIUM,139.18,28.231,43.754,67.195
LEC,LEC,Ferrari,FP2,1.0,1.0,MEDIUM,123.525,36.059,47.385,40.081
LEC,LEC,Ferrari,FP2,2.0,1.0,MEDIUM,80.85,20.702,37.734,22.414
LEC,LEC,Ferrari,FP2,3.0,1.0,MEDIUM,73.404,19.272,34.611,19.521
LEC,LEC,Ferrari,FP2,4.0,1.0,MEDIUM,84.947,21.681,40.898,22.368
LEC,LEC,Ferrari,FP2,5.0,1.0,MEDIUM,72.372,19.034,34.134,19.204
LEC,LEC,Ferrari,FP2,6.0,1.0,MEDIUM,88.23,19.016,38.028,31.186
LEC,LEC,Ferrari,FP2,7.0,1.0,MEDIUM,72.26,18.988,34.042,19.23
LEC,LEC,Ferrari,FP2,8.0,1.0,MEDIUM,102.777,25.165,49.12,28.492
LEC,LEC,Ferrari,FP2,9.0,1.0,MEDIUM,72.125,18.888,34.092,19.145
LEC,LEC,Ferrari,FP2,10.0,1.0,MEDIUM,95.532,23.783,49.635,22.114
LEC,LEC,Ferrari,FP2,11.0,1.0,MEDIUM,71.573,18.782,33.773,19.018
LEC,LEC,Ferrari,FP2,13.0,2.0,SOFT,87.556,27.574,38.991,20.991
LEC,LEC,Ferrari,FP2,14.0,2.0,SOFT,71.278,18.713,33.699,18.866
LEC,LEC,Ferrari,FP2,15.0,2.0,SOFT,98.64,24.446,45.896,28.298
LEC,LEC,Ferrari,FP2,16.0,2.0,SOFT,71.518,18.684,33.67,19.164
LEC,LEC,Ferrari,FP2,17.0,2.0,SOFT,95.535,24.067,48.581,22.887
LEC,LEC,Ferrari,FP2,18.0,2.0,SOFT,79.782,18.539,34.079,27.164
LEC,LEC,Ferrari,FP2,19.0,2.0,SOFT,80.613,18.636,37.456,24.521
LEC,LEC,Ferrari,FP2,20.0,2.0,SOFT,114.387,18.468,40.21,55.709
LEC,LEC,Ferrari,FP2,21.0,3.0,SOFT,90.99,26.891,40.384,23.715
LEC,LEC,Ferrari,FP2,22.0,3.0,SOFT,71.624,18.6,33.939,19.085
LEC,LEC,Ferrari,FP2,23.0,3.0,SOFT,96.715,24.003,49.141,23.571
LEC,LEC,Ferrari,FP2,24.0,3.0,SOFT,97.454,21.226,50.614,25.614
LEC,LEC,Ferrari,FP2,26.0,4.0,MEDIUM,87.19,28.49,37.267,21.433
LEC,LEC,Ferrari,FP2,27.0,4.0,MEDIUM,95.096,31.804,36.913,26.379
LEC,LEC,Ferrari,FP2,28.0,4.0,MEDIUM,75.11,19.871,35.208,20.031
LEC,LEC,Ferrari,FP2,29.0,4.0,MEDIUM,77.228,19.834,35.699,21.695
LEC,LEC,Ferrari,FP2,30.0,4.0,MEDIUM,75.221,19.632,35.403,20.186
LEC,LEC,Ferrari,FP2,31.0,4.0,MEDIUM,77.623,19.668,35.532,22.423
LEC,LEC,Ferrari,FP2,32.0,4.0,MEDIUM,77.743,19.811,36.692,21.24
LEC,LEC,Ferrari,FP2,33.0,4.0,MEDIUM,77.246,19.827,35.75,21.669
LEC,LEC,Ferrari,FP2,34.0,4.0,MEDIUM,76.267,19.943,35.996,20.328
LEC,LEC,Ferrari,FP2,35.0,4.0,MEDIUM,76.351,19.957,36.006,20.388
LEC,LEC,Ferrari,FP2,36.0,4.0,MEDIUM,128.677,28.559,47.908,52.21
STR,STR,Aston Martin,FP2,1.0,1.0,MEDIUM,105.746,34.98,40.424,30.342
STR,STR,Aston Martin,FP2,2.0,1.0,MEDIUM,80.622,21.259,38.134,21.229
STR,STR,Aston Martin,FP2,3.0,1.0,MEDIUM,74.086,19.426,34.851,19.809
STR,STR,Aston Martin,FP2,4.0,1.0,MEDIUM,93.758,22.077,40.616,31.065
STR,STR,Aston Martin,FP2,5.0,1.0,MEDIUM,73.646,19.201,34.771,19.674
STR,STR,Aston Martin,FP2,6.0,1.0,MEDIUM,104.909,25.284,46.508,33.117
STR,STR,Aston Martin,FP2,7.0,1.0,MEDIUM,73.419,19.184,34.541,19.694
STR,STR,Aston Martin,FP2,8.0,1.0,MEDIUM,102.562,26.433,47.801,28.328
STR,STR,Aston Martin,FP2,9.0,1.0,MEDIUM,73.349,19.144,34.581,19.624
STR,STR,Aston Martin,FP2,10.0,1.0,MEDIUM,101.419,28.261,51.327,21.831
STR,STR,Aston Martin,FP2,11.0,1.0,MEDIUM,73.184,19.18,34.484,19.52
STR,STR,Aston Martin,FP2,13.0,2.0,SOFT,81.56,24.629,36.647,20.284
STR,STR,Aston Martin,FP2,14.0,2.0,SOFT,72.219,19.029,33.957,19.233
STR,STR,Aston Martin,FP2,15.0,2.0,SOFT,113.082,29.144,55.714,28.224
STR,STR,Aston Martin,FP2,16.0,2.0,SOFT,72.14,18.837,33.903,19.4
STR,STR,Aston Martin,FP2,17.0,2.0,SOFT,108.828,32.853,48.119,27.856
STR,STR,Aston Martin,FP2,18.0,2.0,SOFT,103.654,29.457,50.572,23.625
STR,STR,Aston Martin,FP2,19.0,2.0,SOFT,72.062,18.821,33.902,19.339
STR,STR,Aston Martin,FP2,20.0,2.0,SOFT,121.017,29.523,64.187,27.307
STR,STR,Aston Martin,FP2,21.0,2.0,SOFT,107.035,18.952,63.185,24.898
MAG,MAG,Haas F1 Team,FP2,1.0,1.0,MEDIUM,90.134,28.585,39.512,22.037
MAG,MAG,Haas F1 Team,FP2,2.0,1.0,MEDIUM,76.766,20.639,35.895,20.232
MAG,MAG,Haas F1 Team,FP2,3.0,1.0,MEDIUM,74.636,19.77,35.012,19.854
MAG,MAG,Haas F1 Team,FP2,4.0,1.0,MEDIUM,74.184,19.398,34.802,19.984
MAG,MAG,Haas F1 Team,FP2,5.0,1.0,MEDIUM,97.976,28.685,48.211,21.08
MAG,MAG,Haas F1 Team,FP2,6.0,1.0,MEDIUM,73.985,19.446,34.917,19.622
MAG,MAG,Haas F1 Team,FP2,7.0,1.0,MEDIUM,86.098,19.223,38.044,28.831
MAG,MAG,Haas F1 Team,FP2,8.0,1.0,MEDIUM,101.785,29.969,44.862,26.954
MAG,MAG,Haas F1 Team,FP2,9.0,1.0,MEDIUM,73.729,19.495,34.643,19.591
MAG,MAG,Haas F1 Team,FP2,11.0,2.0,SOFT,94.083,26.645,38.851,28.587
MAG,MAG,Haas F1 Team,FP2,12.0,2.0,SOFT,73.047,19.193,34.468,19.386
MAG,MAG,Haas F1 Team,FP2,13.0,2.0,SOFT,98.964,24.617,46.645,27.702
MAG,MAG,Haas F1 Team,FP2,14.0,2.0,SOFT,72.702,19.094,34.13,19.478
MAG,MAG,Haas F1 Team,FP2,15.0,2.0,SOFT,115.819,32.247,55.55,28.022
MAG,MAG,Haas F1 Team,FP2,16.0,2.0,SOFT,89.641,23.397,41.278,24.966
MAG,MAG,Haas F1 Team,FP2,17.0,2.0,SOFT,72.473,18.99,34.099,19.384
MAG,MAG,Haas F1 Team,FP2,18.0,2.0,SOFT,98.403,30.863,44.671,22.869
MAG,MAG,Haas F1 Team,FP2,19.0,2.0,SOFT,92.446,23.919,46.733,21.794
MAG,MAG,Haas F1 Team,FP2,20.0,2.0,SOFT,75.098,19.031,34.252,21.815
MAG,MAG,Haas F1 Team,FP2,22.0,3.0,SOFT,84.053,26.572,36.985,20.496
MAG,MAG,Haas F1 Team,FP2,23.0,3.0,SOFT,75.97,20.275,35.516,20.179
MAG,MAG,Haas F1 Team,FP2,24.0,3.0,SOFT,75.908,20.03,35.614,20.264
MAG,MAG,Haas F1 Team,FP2,25.0,3.0,SOFT,75.746,19.944,35.549,20.253
MAG,MAG,Haas F1 Team,FP2,26.0,3.0,SOFT,82.132,19.873,40.379,21.88
MAG,MAG,Haas F1 Team,FP2,27.0,3.0,SOFT,75.643,19.866,35.595,20.182
MAG,MAG,Haas F1 Team,FP2,28.0,3.0,SOFT,79.137,19.98,36.277,22.88
MAG,MAG,Haas F1 Team,FP2,29.0,3.0,SOFT,76.516,19.789,35.933,20.794
MAG,MAG,Haas F1 Team,FP2,30.0,3.0,SOFT,122.781,24.811,39.652,58.318
TSU,TSU,RB,FP2,1.0,1.0,HARD,108.132,31.09,46.18,30.862
TSU,TSU,RB,FP2,2.0,1.0,HARD,76.131,20.178,35.811,20.142
TSU,TSU,RB,FP2,3.0,1.0,HARD,74.312,19.452,34.995,19.865
TSU,TSU,RB,FP2,4.0,1.0,HARD,98.013,25.441,45.108,27.464
TSU,TSU,RB,FP2,5.0,1.0,HARD,74.169,19.552,34.922,19.695
TSU,TSU,RB,FP2,6.0,1.0,HARD,95.565,29.317,43.467,22.781
TSU,TSU,RB,FP2,7.0,1.0,HARD,73.346,19.154,34.668,19.524
TSU,TSU,RB,FP2,8.0,1.0,HARD,102.667,30.741,47.275,24.651
TSU,TSU,RB,FP2,9.0,1.0,HARD,73.753,19.41,34.68,19.663
TSU,TSU,RB,FP2,10.0,1.0,HARD,98.01,25.915,45.119,26.976
TSU,TSU,RB,FP2,11.0,1.0,HARD,94.932,27.066,45.338,22.528
TSU,TSU,RB,FP2,12.0,1.0,HARD,73.471,19.258,34.635,19.578
TSU,TSU,RB,FP2,14.0,2.0,MEDIUM,89.316,25.527,37.587,26.202
TSU,TSU,RB,FP2,15.0,2.0,MEDIUM,72.797,19.028,34.467,19.302
TSU,TSU,RB,FP2,16.0,2.0,MEDIUM,106.484,31.381,50.121,24.982
TSU,TSU,RB,FP2,17.0,2.0,MEDIUM,98.461,24.501,43.171,30.789
TSU,TSU,RB,FP2,18.0,2.0,MEDIUM,87.504,19.229,34.634,33.641
TSU,TSU,RB,FP2,19.0,2.0,MEDIUM,106.826,32.349,47.77,26.707
TSU,TSU,RB,FP2,20.0,2.0,MEDIUM,72.349,19.051,34.024,19.274
TSU,TSU,RB,FP2,21.0,2.0,MEDIUM,112.938,33.168,50.006,29.764
TSU,TSU,RB,FP2,22.0,2.0,MEDIUM,96.317,29.29,44.392,22.635
TSU,TSU,RB,FP2,23.0,2.0,MEDIUM,72.862,19.082,34.389,19.391
TSU,TSU,RB,FP2,25.0,3.0,MEDIUM,82.494,25.24,36.568,20.686
TSU,TSU,RB,FP2,26.0,3.0,MEDIUM,76.606,20.134,35.966,20.506
TSU,TSU,RB,FP2,27.0,3.0,MEDIUM,76.602,20.071,35.912,20.619
TSU,TSU,RB,FP2,28.0,3.0,MEDIUM,76.835,20.259,35.895,20.681
TSU,TSU,RB,FP2,29.0,3.0,MEDIUM,76.325,20.077,35.796,20.452
TSU,TSU,RB,FP2,30.0,3.0,MEDIUM,75.664,19.836,35.522,20.306
TSU,TSU,RB,FP2,31.0,3.0,MEDIUM,75.869,19.842,35.51,20.517
TSU,TSU,RB,FP2,32.0,3.0,MEDIUM,76.285,19.947,35.763,20.575
TSU,TSU,RB,FP2,33.0,3.0,MEDIUM,76.5,20.046,35.927,20.527
TSU,TSU,RB,FP2,34.0,3.0,MEDIUM,76.898,20.068,36.257,20.573
TSU,TSU,RB,FP2,35.0,3.0,MEDIUM,145.118,22.827,46.232,76.059
ALB,ALB,Williams,FP2,1.0,1.0,MEDIUM,96.275,29.448,40.402,26.425
ALB,ALB,Williams,FP2,2.0,1.0,MEDIUM,86.491,20.452,38.922,27.117
ALB,ALB,Williams,FP2,3.0,1.0,MEDIUM,74.807,19.771,35.263,19.773
ALB,ALB,Williams,FP2,4.0,1.0,MEDIUM,101.27,28.129,42.441,30.7
ALB,ALB,Williams,FP2,5.0,1.0,MEDIUM,74.056,19.425,35.018,19.613
ALB,ALB,Williams,FP2,6.0,1.0,MEDIUM,99.896,31.908,41.493,26.495
ALB,ALB,Williams,FP2,7.0,1.0,MEDIUM,73.901,19.316,35.109,19.476
ALB,ALB,Williams,FP2,8.0,1.0,MEDIUM,94.837,23.054,42.362,29.421
ALB,ALB,Williams,FP2,9.0,1.0,MEDIUM,73.792,19.41,34.822,19.56
ALB,ALB,Williams,FP2,10.0,1.0,MEDIUM,97.896,23.425,45.709,28.762
ALB,ALB,Williams,FP2,11.0,1.0,MEDIUM,73.463,19.173,34.834,19.456
ALB,ALB,Williams,FP2,12.0,1.0,MEDIUM,118.849,23.932,43.114,51.803
ALB,ALB,Williams,FP2,13.0,2.0,SOFT,93.437,28.415,41.681,23.341
ALB,ALB,Williams,FP2,14.0,2.0,SOFT,72.452,19.09,34.306,19.056
ALB,ALB,Williams,FP2,15.0,2.0,SOFT,102.728,29.379,47.487,25.862
ALB,ALB,Williams,FP2,16.0,2.0,SOFT,72.327,18.871,34.315,19.141
ALB,ALB,Williams,FP2,17.0,2.0,SOFT,106.529,32.607,49.234,24.688
ALB,ALB,Williams,FP2,18.0,2.0,SOFT,72.257,18.907,34.18,19.17
ALB,ALB,Williams,FP2,19.0,2.0,SOFT,111.919,27.048,58.008,26.863
ALB,ALB,Williams,FP2,20.0,2.0,SOFT,85.739,18.868,43.001,23.87
ALB,ALB,Williams,FP2,22.0,3.0,SOFT,81.53,24.031,36.931,20.568
ALB,ALB,Williams,FP2,23.0,3.0,SOFT,95.13,20.185,36.47,38.475
ALB,ALB,Williams,FP2,24.0,4.0,MEDIUM,81.808,24.165,37.028,20.615
ALB,ALB,Williams,FP2,25.0,4.0,MEDIUM,75.916,19.888,35.822,20.206
ALB,ALB,Williams,FP2,26.0,4.0,MEDIUM,75.378,19.687,35.585,20.106
ALB,ALB,Williams,FP2,27.0,4.0,MEDIUM,75.857,19.915,35.767,20.175
ALB,ALB,Williams,FP2,28.0,4.0,MEDIUM,75.556,19.795,35.736,20.025
ALB,ALB,Williams,FP2,29.0,4.0,MEDIUM,75.663,19.736,35.806,20.121
ALB,ALB,Williams,FP2,30.0,4.0,MEDIUM,76.22,19.742,36.134,20.344
ALB,ALB,Williams,FP2,31.0,4.0,MEDIUM,76.564,19.912,36.225,20.427
ALB,ALB,Williams,FP2,32.0,4.0,MEDIUM,76.571,19.936,36.237,20.398
ALB,ALB,Williams,FP2,33.0,4.0,MEDIUM,78.093,20.085,36.777,21.231
ALB,ALB,Williams,FP2,34.0,4.0,MEDIUM,77.619,20.281,36.857,20.481
ALB,ALB,Williams,FP2,35.0,4.0,MEDIUM,77.969,20.355,36.932,20.682
ALB,ALB,Williams,FP2,36.0,4.0,MEDIUM,78.128,20.501,37.034,20.593
ALB,ALB,Williams,FP2,37.0,4.0,MEDIUM,130.898,31.888,51.416,47.594
ZHO,ZHO,Kick Sauber,FP2,1.0,1.0,MEDIUM,121.908,37.223,46.546,38.139
ZHO,ZHO,Kick Sauber,FP2,2.0,1.0,MEDIUM,77.702,20.797,36.225,20.68
ZHO,ZHO,Kick Sauber,FP2,3.0,1.0,MEDIUM,100.539,29.442,44.38,26.717
ZHO,ZHO,Kick Sauber,FP2,4.0,1.0,MEDIUM,75.52,19.975,35.165,20.38
ZHO,ZHO,Kick Sauber,FP2,5.0,1.0,MEDIUM,108.201,28.539,50.922,28.74
ZHO,ZHO,Kick Sauber,FP2,6.0,1.0,MEDIUM,75.304,19.958,35.475,19.871
ZHO,ZHO,Kick Sauber,FP2,7.0,1.0,MEDIUM,98.544,31.199,43.183,24.162
ZHO,ZHO,Kick Sauber,FP2,8.0,1.0,MEDIUM,74.765,19.757,35.059,19.949
ZHO,ZHO,Kick Sauber,FP2,9.0,1.0,MEDIUM,99.495,26.817,47.94,24.738
ZHO,ZHO,Kick Sauber,FP2,10.0,1.0,MEDIUM,74.196,19.591,34.785,19.82
ZHO,ZHO,Kick Sauber,FP2,11.0,1.0,MEDIUM,102.838,28.774,47.863,26.201
ZHO,ZHO,Kick Sauber,FP2,12.0,1.0,MEDIUM,74.327,19.587,34.996,19.744
ZHO,ZHO,Kick Sauber,FP2,13.0,1.0,MEDIUM,97.749,25.548,48.234,23.967
ZHO,ZHO,Kick Sauber,FP2,14.0,1.0,MEDIUM,73.773,19.46,34.755,19.558
ZHO,ZHO,Kick Sauber,FP2,16.0,2.0,MEDIUM,101.16,29.946,45.409,25.805
ZHO,ZHO,Kick Sauber,FP2,17.0,2.0,MEDIUM,89.082,22.773,40.608,25.701
ZHO,ZHO,Kick Sauber,FP2,18.0,2.0,MEDIUM,74.518,19.577,34.977,19.964
ZHO,ZHO,Kick Sauber,FP2,19.0,2.0,MEDIUM,118.958,27.182,42.93,48.846
ZHO,ZHO,Kick Sauber,FP2,20.0,3.0,MEDIUM,106.09,27.111,46.75,32.229
ZHO,ZHO,Kick Sauber,FP2,21.0,3.0,MEDIUM,74.432,19.72,35.012,19.7
ZHO,ZHO,Kick Sauber,FP2,22.0,3.0,MEDIUM,91.024,22.614,41.333,27.077
ZHO,ZHO,Kick Sauber,FP2,23.0,3.0,MEDIUM,74.224,19.57,34.925,19.729
ZHO,ZHO,Kick Sauber,FP2,25.0,4.0,MEDIUM,90.224,28.982,39.459,21.783
ZHO,ZHO,Kick Sauber,FP2,26.0,4.0,MEDIUM,76.888,20.467,35.851,20.57
ZHO,ZHO,Kick Sauber,FP2,27.0,4.0,MEDIUM,76.455,20.361,35.743,20.351
ZHO,ZHO,Kick Sauber,FP2,28.0,4.0,MEDIUM,76.251,20.237,35.788,20.226
ZHO,ZHO,Kick Sauber,FP2,29.0,4.0,MEDIUM,77.012,20.463,36.045,20.504
ZHO,ZHO,Kick Sauber,FP2,30.0,4.0,MEDIUM,77.637,20.614,36.286,20.737
ZHO,ZHO,Kick Sauber,FP2,31.0,4.0,MEDIUM,135.678,27.242,50.845,57.591
HUL,HUL,Haas F1 Team,FP2,1.0,1.0,MEDIUM,98.349,30.963,43.928,23.458
HUL,HUL,Haas F1 Team,FP2,2.0,1.0,MEDIUM,84.526,21.612,37.634,25.28
HUL,HUL,Haas F1 Team,FP2,3.0,1.0,MEDIUM,74.815,19.861,35.127,19.827
HUL,HUL,Haas F1 Team,FP2,4.0,1.0,MEDIUM,115.021,33.24,56.284,25.497
HUL,HUL,Haas F1 Team,FP2,5.0,1.0,MEDIUM,74.226,19.781,34.83,19.615
HUL,HUL,Haas F1 Team,FP2,6.0,1.0,MEDIUM,112.446,29.281,57.159,26.006
HUL,HUL,Haas F1 Team,FP2,7.0,1.0,MEDIUM,73.642,19.536,34.55,19.556
HUL,HUL,Haas F1 Team,FP2,9.0,2.0,SOFT,92.189,26.214,42.683,23.292
HUL,HUL,Haas F1 Team,FP2,10.0,2.0,SOFT,94.803,23.578,45.607,25.618
HUL,HUL,Haas F1 Team,FP2,11.0,2.0,SOFT,72.771,19.272,34.306,19.193
HUL,HUL,Haas F1 Team,FP2,12.0,2.0,SOFT,106.465,27.876,53.932,24.657
HUL,HUL,Haas F1 Team,FP2,13.0,2.0,SOFT,99.19,28.108,45.801,25.281
HUL,HUL,Haas F1 Team,FP2,14.0,2.0,SOFT,88.366,23.498,38.797,26.071
HUL,HUL,Haas F1 Team,FP2,15.0,2.0,SOFT,72.569,19.051,34.251,19.267
HUL,HUL,Haas F1 Team,FP2,16.0,2.0,SOFT,104.209,29.166,46.872,28.171
HUL,HUL,Haas F1 Team,FP2,17.0,2.0,SOFT,88.933,22.419,44.77,21.744
HUL,HUL,Haas F1 Team,FP2,18.0,2.0,SOFT,72.907,19.269,34.278,19.36
HUL,HUL,Haas F1 Team,FP2,20.0,3.0,MEDIUM,84.777,23.871,39.899,21.007
HUL,HUL,Haas F1 Team,FP2,21.0,3.0,MEDIUM,76.708,20.615,35.781,20.312
HUL,HUL,Haas F1 Team,FP2,22.0,3.0,MEDIUM,76.084,20.292,35.53,20.262
HUL,HUL,Haas F1 Team,FP2,23.0,3.0,MEDIUM,75.413,19.893,35.349,20.171
HUL,HUL,Haas F1 Team,FP2,24.0,3.0,MEDIUM,76.141,20.187,35.542,20.412
HUL,HUL,Haas F1 Team,FP2,25.0,3.0,MEDIUM,75.977,19.991,35.57,20.416
HUL,HUL,Haas F1 Team,FP2,26.0,3.0,MEDIUM,77.077,20.338,36.092,20.647
HUL,HUL,Haas F1 Team,FP2,27.0,3.0,MEDIUM,77.345,20.267,36.3,20.778
HUL,HUL,Haas F1 Team,FP2,28.0,3.0,MEDIUM,76.869,20.366,35.816,20.687
HUL,HUL,Haas F1 Team,FP2,29.0,3.0,MEDIUM,77.417,20.378,36.409,20.63
HUL,HUL,Haas F1 Team,FP2,30.0,3.0,MEDIUM,95.791,20.792,37.056,37.943
HUL,HUL,Haas F1 Team,FP2,31.0,4.0,SOFT,79.03,22.52,36.108,20.402
HUL,HUL,Haas F1 Team,FP2,32.0,4.0,SOFT,74.831,19.809,35.061,19.961
HUL,HUL,Haas F1 Team,FP2,33.0,4.0,SOFT,131.77,26.286,45.988,59.496
OCO,OCO,Alpine,FP2,1.0,1.0,MEDIUM,96.378,31.675,41.883,22.82
OCO,OCO,Alpine,FP2,2.0,1.0,MEDIUM,89.019,22.768,42.416,23.835
OCO,OCO,Alpine,FP2,3.0,1.0,MEDIUM,77.119,20.456,36.281,20.382
OCO,OCO,Alpine,FP2,4.0,1.0,MEDIUM,74.584,19.621,35.062,19.901
OCO,OCO,Alpine,FP2,5.0,1.0,MEDIUM,74.149,19.47,34.976,19.703
OCO,OCO,Alpine,FP2,6.0,1.0,MEDIUM,73.862,19.472,34.8,19.59
OCO,OCO,Alpine,FP2,7.0,1.0,MEDIUM,95.32,25.97,45.243,24.107
OCO,OCO,Alpine,FP2,8.0,1.0,MEDIUM,74.765,19.536,35.214,20.015
OCO,OCO,Alpine,FP2,9.0,1.0,MEDIUM,73.687,19.293,34.75,19.644
OCO,OCO,Alpine,FP2,10.0,1.0,MEDIUM,73.567,19.263,34.751,19.553
OCO,OCO,Alpine,FP2,12.0,2.0,SOFT,94.753,28.175,39.745,26.833
OCO,OCO,Alpine,FP2,13.0,2.0,SOFT,84.415,21.32,41.128,21.967
OCO,OCO,Alpine,FP2,14.0,2.0,SOFT,73.169,19.146,34.388,19.635
OCO,OCO,Alpine,FP2,15.0,2.0,SOFT,100.306,24.908,41.013,34.385
OCO,OCO,Alpine,FP2,16.0,2.0,SOFT,72.83,19.197,34.376,19.257
OCO,OCO,Alpine,FP2,17.0,2.0,SOFT,102.781,27.017,48.124,27.64
OCO,OCO,Alpine,FP2,18.0,2.0,SOFT,72.889,19.248,34.326,19.315
OCO,OCO,Alpine,FP2,19.0,2.0,SOFT,105.679,26.458,50.444,28.777
OCO,OCO,Alpine,FP2,20.0,2.0,SOFT,73.01,19.104,34.377,19.529
OCO,OCO,Alpine,FP2,21.0,2.0,SOFT,104.35,26.116,49.259,28.975
OCO,OCO,Alpine,FP2,22.0,2.0,SOFT,72.653,19.05,34.235,19.368
OCO,OCO,Alpine,FP2,23.0,2.0,SOFT,90.094,24.703,43.175,22.216
OCO,OCO,Alpine,FP2,24.0,2.0,SOFT,72.554,19.002,34.285,19.267
OCO,OCO,Alpine,FP2,26.0,3.0,MEDIUM,89.241,27.31,38.745,23.186
OCO,OCO,Alpine,FP2,27.0,3.0,MEDIUM,75.99,20.134,35.555,20.301
OCO,OCO,Alpine,FP2,28.0,3.0,MEDIUM,75.555,19.863,35.423,20.269
OCO,OCO,Alpine,FP2,29.0,3.0,MEDIUM,80.69,23.301,36.3,21.089
OCO,OCO,Alpine,FP2,30.0,3.0,MEDIUM,75.795,19.997,35.546,20.252
OCO,OCO,Alpine,FP2,31.0,3.0,MEDIUM,78.465,19.998,36.411,22.056
OCO,OCO,Alpine,FP2,32.0,3.0,MEDIUM,76.345,20.026,35.915,20.404
OCO,OCO,Alpine,FP2,33.0,3.0,MEDIUM,127.722,26.849,46.274,54.599
HAM,HAM,Mercedes,FP2,1.0,1.0,MEDIUM,87.907,25.412,40.054,22.441
HAM,HAM,Mercedes,FP2,2.0,1.0,MEDIUM,88.36,21.89,39.214,27.256
HAM,HAM,Mercedes,FP2,3.0,1.0,MEDIUM,74.08,19.34,35.069,19.671
HAM,HAM,Mercedes,FP2,4.0,1.0,MEDIUM,101.634,31.77,47.801,22.063
HAM,HAM,Mercedes,FP2,5.0,1.0,MEDIUM,73.309,19.113,34.743,19.453
HAM,HAM,Mercedes,FP2,6.0,1.0,MEDIUM,125.26,34.487,62.707,28.066
HAM,HAM,Mercedes,FP2,7.0,1.0,MEDIUM,72.962,19.106,34.531,19.325
HAM,HAM,Mercedes,FP2,8.0,1.0,MEDIUM,118.509,27.962,58.185,32.362
HAM,HAM,Mercedes,FP2,9.0,1.0,MEDIUM,98.572,30.86,41.364,26.348
HAM,HAM,Mercedes,FP2,10.0,1.0,MEDIUM,85.44,22.613,41.311,21.516
HAM,HAM,Mercedes,FP2,11.0,1.0,MEDIUM,72.53,18.865,34.475,19.19
