Driver,DriverName,Team,Session,LapNumber,Stint,Compound,LapTime_s,Sector1Time_s,Sector2Time_s,Sector3Time_s
VER,VER,Red Bull Racing,FP1,1.0,1.0,MEDIUM,102.03,28.052,49.466,24.512
VER,VER,Red Bull Racing,FP1,2.0,1.0,MEDIUM,78.049,20.929,36.583,20.537
VER,VER,Red Bull Racing,FP1,3.0,1.0,MEDIUM,100.449,25.065,49.473,25.911
VER,VER,Red Bull Racing,FP1,4.0,1.0,MEDIUM,75.625,20.154,35.585,19.886
VER,VER,Red Bull Racing,FP1,5.0,1.0,MEDIUM,97.846,25.751,50.907,21.188
VER,VER,Red Bull Racing,FP1,6.0,1.0,MEDIUM,74.833,19.719,35.227,19.887
VER,VER,Red Bull Racing,FP1,7.0,1.0,MEDIUM,105.566,26.041,55.098,24.427
VER,VER,Red Bull Racing,FP1,8.0,1.0,MEDIUM,73.974,19.417,34.956,19.601
VER,VER,Red Bull Racing,FP1,10.0,2.0,MEDIUM,88.097,25.985,40.48,21.632
VER,VER,Red Bull Racing,FP1,11.0,2.0,MEDIUM,84.463,19.337,38.446,26.68
VER,VER,Red Bull Racing,FP1,12.0,2.0,MEDIUM,73.762,19.294,34.803,19.665
VER,VER,Red Bull Racing,FP1,13.0,2.0,MEDIUM,92.923,26.328,43.665,22.93
VER,VER,Red Bull Racing,FP1,14.0,2.0,MEDIUM,73.476,19.145,34.713,19.618
VER,VER,Red Bull Racing,FP1,15.0,2.0,MEDIUM,103.18,27.626,51.908,23.646
VER,VER,Red Bull Racing,FP1,16.0,2.0,MEDIUM,113.637,19.147,41.636,52.854
VER,VER,Red Bull Racing,FP1,17.0,3.0,MEDIUM,88.863,27.605,40.133,21.125
VER,VER,Red Bull Racing,FP1,18.0,3.0,MEDIUM,73.516,19.118,34.743,19.655
VER,VER,Red Bull Racing,FP1,21.0,5.0,MEDIUM,92.945,25.074,38.366,29.505
VER,VER,Red Bull Racing,FP1,22.0,5.0,MEDIUM,84.837,19.214,36.498,29.125
VER,VER,Red Bull Racing,FP1,23.0,5.0,MEDIUM,72.984,19.063,34.52,19.401
VER,VER,Red Bull Racing,FP1,24.0,5.0,MEDIUM,100.807,25.892,51.635,23.28
VER,VER,Red Bull Racing,FP1,25.0,5.0,MEDIUM,81.521,19.082,34.342,28.097
VER,VER,Red Bull Racing,FP1,26.0,5.0,MEDIUM,95.037,25.77,45.534,23.733
VER,VER,Red Bull Racing,FP1,27.0,5.0,MEDIUM,83.439,20.53,40.658,22.251
VER,VER,Red Bull Racing,FP1,28.0,5.0,MEDIUM,119.203,27.613,42.815,48.775
SAR,SAR,Williams,FP1,1.0,1.0,HARD,97.927,32.359,41.663,23.905
SAR,SAR,Williams,FP1,2.0,1.0,HARD,80.371,21.654,37.456,21.261
SAR,SAR,Williams,FP1,3.0,1.0,HARD,83.174,20.774,38.882,23.518
SAR,SAR,Williams,FP1,4.0,1.0,HARD,77.557,20.634,36.193,20.73
SAR,SAR,Williams,FP1,5.0,1.0,HARD,76.493,20.345,35.876,20.272
SAR,SAR,Williams,FP1,6.0,1.0,HARD,104.236,28.041,47.761,28.434
SAR,SAR,Williams,FP1,7.0,1.0,HARD,76.24,20.25,35.745,20.245
SAR,SAR,Williams,FP1,8.0,1.0,HARD,103.364,24.786,48.469,30.109
SAR,SAR,Williams,FP1,9.0,1.0,HARD,75.801,20.103,35.509,20.189
SAR,SAR,Williams,FP1,10.0,1.0,HARD,103.071,20.204,41.043,41.824
SAR,SAR,Williams,FP1,11.0,1.0,HARD,107.098,28.355,50.224,28.519
SAR,SAR,Williams,FP1,12.0,1.0,HARD,75.769,19.942,35.843,19.984
SAR,SAR,Williams,FP1,14.0,2.0,MEDIUM,89.04,26.493,38.511,24.036
SAR,SAR,Williams,FP1,15.0,2.0,MEDIUM,76.647,20.668,35.79,20.189
SAR,SAR,Williams,FP1,16.0,2.0,MEDIUM,75.74,19.544,35.051,21.145
SAR,SAR,Williams,FP1,17.0,2.0,MEDIUM,91.164,23.704,42.82,24.64
SAR,SAR,Williams,FP1,18.0,2.0,MEDIUM,74.773,19.715,34.917,20.141
SAR,SAR,Williams,FP1,19.0,2.0,MEDIUM,100.391,26.422,46.297,27.672
SAR,SAR,Williams,FP1,21.0,3.0,MEDIUM,93.273,31.414,38.132,23.727
SAR,SAR,Williams,FP1,22.0,3.0,MEDIUM,84.266,20.107,36.793,27.366
SAR,SAR,Williams,FP1,23.0,3.0,MEDIUM,74.824,19.537,35.417,19.87
SAR,SAR,Williams,FP1,24.0,3.0,MEDIUM,95.529,26.2,43.486,25.843
SAR,SAR,Williams,FP1,25.0,3.0,MEDIUM,74.15,19.53,34.969,19.651
SAR,SAR,Williams,FP1,27.0,4.0,HARD,93.03,34.028,38.098,20.904
SAR,SAR,Williams,FP1,28.0,4.0,HARD,83.286,20.135,35.558,27.593
SAR,SAR,Williams,FP1,29.0,4.0,HARD,76.033,20.258,35.554,20.221
SAR,SAR,Williams,FP1,30.0,4.0,HARD,79.201,19.923,35.443,23.835
SAR,SAR,Williams,FP1,31.0,4.0,HARD,75.942,20.288,35.498,20.156
SAR,SAR,Williams,FP1,32.0,4.0,HARD,75.804,19.903,35.738,20.163
SAR,SAR,Williams,FP1,33.0,4.0,HARD,77.728,19.788,37.494,20.446
SAR,SAR,Williams,FP1,34.0,4.0,HARD,75.889,19.999,35.63,20.26
SAR,SAR,Williams,FP1,35.0,4.0,HARD,138.791,28.67,46.949,63.172
RIC,RIC,RB,FP1,1.0,1.0,MEDIUM,97.921,29.429,41.9,26.592
RIC,RIC,RB,FP1,2.0,1.0,MEDIUM,81.532,21.827,37.597,22.108
RIC,RIC,RB,FP1,3.0,1.0,MEDIUM,82.749,21.165,36.945,24.639
RIC,RIC,RB,FP1,4.0,1.0,MEDIUM,77.173,20.587,35.991,20.595
RIC,RIC,RB,FP1,5.0,1.0,MEDIUM,76.175,20.284,35.552,20.339
RIC,RIC,RB,FP1,6.0,1.0,MEDIUM,106.27,29.296,51.733,25.241
RIC,RIC,RB,FP1,7.0,1.0,MEDIUM,75.817,20.236,35.522,20.059
RIC,RIC,RB,FP1,8.0,1.0,MEDIUM,106.481,29.44,50.754,26.287
RIC,RIC,RB,FP1,9.0,1.0,MEDIUM,79.307,20.086,35.99,23.231
RIC,RIC,RB,FP1,10.0,1.0,MEDIUM,75.114,19.849,35.269,19.996
RIC,RIC,RB,FP1,11.0,1.0,MEDIUM,102.641,28.21,48.956,25.475
RIC,RIC,RB,FP1,12.0,1.0,MEDIUM,75.044,19.814,35.084,20.146
RIC,RIC,RB,FP1,13.0,1.0,MEDIUM,99.062,30.295,45.534,23.233
RIC,RIC,RB,FP1,14.0,1.0,MEDIUM,74.663,19.718,35.142,19.803
RIC,RIC,RB,FP1,15.0,1.0,MEDIUM,95.681,22.352,47.58,25.749
RIC,RIC,RB,FP1,16.0,1.0,MEDIUM,74.275,19.561,34.989,19.725
RIC,RIC,RB,FP1,18.0,2.0,SOFT,101.085,27.923,44.044,29.118
RIC,RIC,RB,FP1,19.0,2.0,SOFT,92.678,19.478,39.831,33.369
RIC,RIC,RB,FP1,20.0,2.0,SOFT,73.649,19.461,34.573,19.615
RIC,RIC,RB,FP1,21.0,2.0,SOFT,115.676,31.547,54.905,29.224
RIC,RIC,RB,FP1,22.0,2.0,SOFT,73.488,19.42,34.526,19.542
RIC,RIC,RB,FP1,23.0,2.0,SOFT,117.895,36.884,54.92,26.091
RIC,RIC,RB,FP1,24.0,2.0,SOFT,80.759,19.499,38.134,23.126
RIC,RIC,RB,FP1,25.0,2.0,SOFT,72.901,19.156,34.335,19.41
RIC,RIC,RB,FP1,26.0,2.0,SOFT,115.727,30.082,54.1,31.545
RIC,RIC,RB,FP1,28.0,3.0,SOFT,100.432,34.2,42.007,24.225
RIC,RIC,RB,FP1,29.0,3.0,SOFT,83.452,22.446,37.557,23.449
RIC,RIC,RB,FP1,30.0,3.0,SOFT,74.472,19.264,34.416,20.792
RIC,RIC,RB,FP1,31.0,3.0,SOFT,76.654,19.214,34.61,22.83
RIC,RIC,RB,FP1,32.0,3.0,SOFT,90.549,24.82,43.626,22.103
RIC,RIC,RB,FP1,33.0,3.0,SOFT,92.747,19.224,46.57,26.953
RIC,RIC,RB,FP1,34.0,3.0,SOFT,75.017,19.312,34.864,20.841
RIC,RIC,RB,FP1,35.0,3.0,SOFT,144.868,31.192,51.549,62.127
NOR,NOR,McLaren,FP1,1.0,1.0,HARD,97.812,28.115,45.107,24.59
NOR,NOR,McLaren,FP1,2.0,1.0,HARD,78.396,20.973,36.648,20.775
NOR,NOR,McLaren,FP1,3.0,1.0,HARD,87.613,26.76,39.839,21.014
NOR,NOR,McLaren,FP1,4.0,1.0,HARD,75.294,19.949,35.284,20.061
NOR,NOR,McLaren,FP1,5.0,1.0,HARD,82.772,19.691,38.139,24.942
NOR,NOR,McLaren,FP1,6.0,1.0,HARD,74.757,19.691,35.193,19.873
NOR,NOR,McLaren,FP1,7.0,1.0,HARD,94.243,23.271,48.984,21.988
NOR,NOR,McLaren,FP1,8.0,1.0,HARD,74.573,19.605,34.954,20.014
NOR,NOR,McLaren,FP1,9.0,1.0,HARD,98.959,22.501,44.37,32.088
NOR,NOR,McLaren,FP1,10.0,1.0,HARD,74.227,19.666,34.853,19.708
NOR,NOR,McLaren,FP1,11.0,1.0,HARD,99.465,22.908,45.184,31.373
NOR,NOR,McLaren,FP1,12.0,1.0,HARD,73.934,19.473,34.735,19.726
NOR,NOR,McLaren,FP1,14.0,2.0,MEDIUM,93.964,31.19,42.028,20.746
NOR,NOR,McLaren,FP1,15.0,2.0,MEDIUM,74.106,19.491,34.865,19.75
NOR,NOR,McLaren,FP1,16.0,2.0,MEDIUM,84.263,21.838,41.011,21.414
NOR,NOR,McLaren,FP1,17.0,2.0,MEDIUM,73.226,19.362,34.39,19.474
NOR,NOR,McLaren,FP1,18.0,2.0,MEDIUM,97.993,23.543,45.533,28.917
NOR,NOR,McLaren,FP1,19.0,2.0,MEDIUM,73.639,19.227,34.793,19.619
NOR,NOR,McLaren,FP1,20.0,2.0,MEDIUM,97.476,19.063,37.287,41.126
NOR,NOR,McLaren,FP1,21.0,3.0,SOFT,94.702,27.076,38.634,28.992
NOR,NOR,McLaren,FP1,22.0,3.0,SOFT,79.987,19.934,38.643,21.41
NOR,NOR,McLaren,FP1,23.0,3.0,SOFT,72.396,18.887,34.15,19.359
NOR,NOR,McLaren,FP1,25.0,4.0,MEDIUM,84.74,25.359,37.525,21.856
NOR,NOR,McLaren,FP1,26.0,4.0,MEDIUM,76.798,20.408,35.949,20.441
NOR,NOR,McLaren,FP1,27.0,4.0,MEDIUM,75.861,20.05,35.689,20.122
NOR,NOR,McLaren,FP1,28.0,4.0,MEDIUM,75.482,19.964,35.455,20.063
NOR,NOR,McLaren,FP1,29.0,4.0,MEDIUM,75.804,19.9,35.568,20.336
NOR,NOR,McLaren,FP1,30.0,4.0,MEDIUM,76.864,20.045,36.185,20.634
NOR,NOR,McLaren,FP1,31.0,4.0,MEDIUM,76.371,19.85,35.889,20.632
NOR,NOR,McLaren,FP1,32.0,4.0,MEDIUM,136.977,30.495,48.545,57.937
GAS,GAS,Alpine,FP1,1.0,1.0,HARD,96.403,28.832,42.685,24.886
GAS,GAS,Alpine,FP1,2.0,1.0,HARD,84.352,22.539,38.306,23.507
GAS,GAS,Alpine,FP1,3.0,1.0,HARD,79.712,21.425,37.085,21.202
GAS,GAS,Alpine,FP1,4.0,1.0,HARD,77.356,20.721,36.107,20.528
GAS,GAS,Alpine,FP1,7.0,3.0,MEDIUM,92.827,25.205,41.226,26.396
GAS,GAS,Alpine,FP1,8.0,3.0,MEDIUM,75.574,20.028,35.509,20.037
GAS,GAS,Alpine,FP1,9.0,3.0,MEDIUM,136.922,25.166,45.838,65.918
PER,PER,Red Bull Racing,FP1,1.0,1.0,HARD,93.248,27.293,42.203,23.752
PER,PER,Red Bull Racing,FP1,2.0,1.0,HARD,81.61,21.927,38.157,21.526
PER,PER,Red Bull Racing,FP1,3.0,1.0,HARD,77.737,20.842,36.115,20.78
PER,PER,Red Bull Racing,FP1,4.0,1.0,HARD,80.656,20.315,36.688,23.653
PER,PER,Red Bull Racing,FP1,5.0,1.0,HARD,76.54,20.225,35.834,20.481
PER,PER,Red Bull Racing,FP1,6.0,1.0,HARD,75.567,19.888,35.49,20.189
PER,PER,Red Bull Racing,FP1,7.0,1.0,HARD,92.856,21.083,46.273,25.5
PER,PER,Red Bull Racing,FP1,8.0,1.0,HARD,75.412,20.002,35.307,20.103
PER,PER,Red Bull Racing,FP1,9.0,1.0,HARD,142.516,23.206,44.173,75.137
PER,PER,Red Bull Racing,FP1,10.0,2.0,HARD,96.307,24.308,42.832,29.167
PER,PER,Red Bull Racing,FP1,11.0,2.0,HARD,88.445,20.711,37.49,30.244
PER,PER,Red Bull Racing,FP1,12.0,2.0,HARD,74.566,19.628,34.954,19.984
PER,PER,Red Bull Racing,FP1,13.0,2.0,HARD,90.576,23.167,42.436,24.973
PER,PER,Red Bull Racing,FP1,14.0,2.0,HARD,93.494,26.493,44.026,22.975
PER,PER,Red Bull Racing,FP1,15.0,2.0,HARD,73.953,19.393,34.804,19.756
PER,PER,Red Bull Racing,FP1,16.0,2.0,HARD,94.773,25.359,45.602,23.812
PER,PER,Red Bull Racing,FP1,17.0,2.0,HARD,73.91,19.524,34.693,19.693
PER,PER,Red Bull Racing,FP1,18.0,2.0,HARD,119.342,24.659,49.031,45.652
PER,PER,Red Bull Racing,FP1,19.0,3.0,HARD,107.652,27.122,52.091,28.439
PER,PER,Red Bull Racing,FP1,21.0,4.0,MEDIUM,94.538,32.008,41.795,20.735
PER,PER,Red Bull Racing,FP1,22.0,4.0,MEDIUM,73.229,19.123,34.457,19.649
PER,PER,Red Bull Racing,FP1,24.0,5.0,MEDIUM,96.633,34.808,39.305,22.52
PER,PER,Red Bull Racing,FP1,25.0,5.0,MEDIUM,79.035,19.392,35.749,23.894
PER,PER,Red Bull Racing,FP1,27.0,6.0,HARD,90.774,25.488,39.681,25.605
PER,PER,Red Bull Racing,FP1,28.0,6.0,HARD,140.02,29.671,48.473,61.876
ALO,ALO,Aston Martin,FP1,1.0,1.0,HARD,92.985,26.809,42.869,23.307
ALO,ALO,Aston Martin,FP1,2.0,1.0,HARD,81.112,21.51,37.852,21.75
ALO,ALO,Aston Martin,FP1,3.0,1.0,HARD,77.714,20.543,36.061,21.11
ALO,ALO,Aston Martin,FP1,4.0,1.0,HARD,87.763,22.274,39.397,26.092
ALO,ALO,Aston Martin,FP1,5.0,1.0,HARD,76.178,19.987,35.484,20.707
ALO,ALO,Aston Martin,FP1,6.0,1.0,HARD,83.081,21.026,38.101,23.954
ALO,ALO,Aston Martin,FP1,7.0,1.0,HARD,79.431,19.714,37.924,21.793
ALO,ALO,Aston Martin,FP1,8.0,1.0,HARD,75.549,19.78,35.344,20.425
ALO,ALO,Aston Martin,FP1,9.0,1.0,HARD,93.612,22.405,41.851,29.356
ALO,ALO,Aston Martin,FP1,10.0,1.0,HARD,75.201,19.661,35.369,20.171
ALO,ALO,Aston Martin,FP1,11.0,1.0,HARD,81.181,19.622,38.779,22.78
ALO,ALO,Aston Martin,FP1,12.0,1.0,HARD,74.543,19.499,35.171,19.873
ALO,ALO,Aston Martin,FP1,14.0,2.0,SOFT,94.413,25.859,41.181,27.373
ALO,ALO,Aston Martin,FP1,15.0,2.0,SOFT,98.597,21.459,42.912,34.226
ALO,ALO,Aston Martin,FP1,16.0,2.0,SOFT,73.78,19.488,34.687,19.605
ALO,ALO,Aston Martin,FP1,17.0,2.0,SOFT,98.05,24.614,43.666,29.77
ALO,ALO,Aston Martin,FP1,18.0,2.0,SOFT,73.048,19.194,34.393,19.461
ALO,ALO,Aston Martin,FP1,19.0,2.0,SOFT,95.288,24.425,43.755,27.108
ALO,ALO,Aston Martin,FP1,20.0,2.0,SOFT,72.775,19.073,34.25,19.452
ALO,ALO,Aston Martin,FP1,22.0,3.0,SOFT,87.036,24.648,40.241,22.147
ALO,ALO,Aston Martin,FP1,23.0,3.0,SOFT,84.734,19.918,35.946,28.87
ALO,ALO,Aston Martin,FP1,24.0,3.0,SOFT,84.386,19.304,36.993,28.089
ALO,ALO,Aston Martin,FP1,25.0,3.0,SOFT,74.306,19.438,34.927,19.941
LEC,LEC,Ferrari,FP1,1.0,1.0,HARD,101.082,31.189,44.253,25.64
LEC,LEC,Ferrari,FP1,2.0,1.0,HARD,78.686,20.951,36.971,20.764
LEC,LEC,Ferrari,FP1,3.0,1.0,HARD,75.948,19.881,35.837,20.23
LEC,LEC,Ferrari,FP1,4.0,1.0,HARD,83.956,20.976,39.843,23.137
LEC,LEC,Ferrari,FP1,5.0,1.0,HARD,74.521,19.524,35.257,19.74
LEC,LEC,Ferrari,FP1,6.0,1.0,HARD,89.3,22.304,42.569,24.427
LEC,LEC,Ferrari,FP1,7.0,1.0,HARD,74.238,19.546,35.002,19.69
LEC,LEC,Ferrari,FP1,8.0,1.0,HARD,74.01,19.459,34.939,19.612
LEC,LEC,Ferrari,FP1,9.0,1.0,HARD,86.09,20.416,39.714,25.96
LEC,LEC,Ferrari,FP1,10.0,1.0,HARD,88.551,19.32,34.809,34.422
LEC,LEC,Ferrari,FP1,11.0,1.0,HARD,74.042,19.45,34.9,19.692
LEC,LEC,Ferrari,FP1,12.0,1.0,HARD,85.565,21.068,38.424,26.073
LEC,LEC,Ferrari,FP1,13.0,1.0,HARD,73.343,19.134,34.656,19.553
LEC,LEC,Ferrari,FP1,14.0,1.0,HARD,73.493,19.028,34.764,19.701
LEC,LEC,Ferrari,FP1,15.0,1.0,HARD,105.698,25.142,52.102,28.454
LEC,LEC,Ferrari,FP1,16.0,1.0,HARD,82.243,19.166,40.446,22.631
LEC,LEC,Ferrari,FP1,17.0,1.0,HARD,73.132,19.11,34.63,19.392
LEC,LEC,Ferrari,FP1,18.0,1.0,HARD,97.123,22.045,48.916,26.162
LEC,LEC,Ferrari,FP1,19.0,1.0,HARD,73.191,19.121,34.664,19.406
LEC,LEC,Ferrari,FP1,21.0,2.0,MEDIUM,105.762,27.322,40.373,38.067
LEC,LEC,Ferrari,FP1,22.0,2.0,MEDIUM,84.758,19.537,37.782,27.439
LEC,LEC,Ferrari,FP1,23.0,2.0,MEDIUM,80.067,19.359,34.939,25.769
LEC,LEC,Ferrari,FP1,24.0,2.0,MEDIUM,72.397,18.912,34.25,19.235
LEC,LEC,Ferrari,FP1,25.0,2.0,MEDIUM,92.133,22.104,44.526,25.503
LEC,LEC,Ferrari,FP1,26.0,2.0,MEDIUM,83.352,18.791,36.32,28.241
LEC,LEC,Ferrari,FP1,28.0,3.0,MEDIUM,111.462,26.323,43.929,41.21
LEC,LEC,Ferrari,FP1,29.0,4.0,MEDIUM,112.184,29.572,42.698,39.914
LEC,LEC,Ferrari,FP1,30.0,5.0,HARD,123.227,34.278,45.005,43.944
LEC,LEC,Ferrari,FP1,31.0,6.0,HARD,136.596,38.208,56.945,41.443
LEC,LEC,Ferrari,FP1,32.0,6.0,HARD,144.265,33.258,52.702,58.305
STR,STR,Aston Martin,FP1,1.0,1.0,HARD,104.684,38.751,43.367,22.566
STR,STR,Aston Martin,FP1,2.0,1.0,HARD,78.452,20.857,36.777,20.818
STR,STR,Aston Martin,FP1,3.0,1.0,HARD,76.449,20.255,35.858,20.336
STR,STR,Aston Martin,FP1,4.0,1.0,HARD,80.107,23.518,36.321,20.268
STR,STR,Aston Martin,FP1,5.0,1.0,HARD,80.418,19.701,39.135,21.582
STR,STR,Aston Martin,FP1,6.0,1.0,HARD,74.93,19.686,35.117,20.127
STR,STR,Aston Martin,FP1,7.0,1.0,HARD,86.849,22.998,40.744,23.107
STR,STR,Aston Martin,FP1,8.0,1.0,HARD,111.368,29.092,49.643,32.633
STR,STR,Aston Martin,FP1,9.0,1.0,HARD,78.356,19.969,36.029,22.358
STR,STR,Aston Martin,FP1,10.0,1.0,HARD,74.917,19.734,35.184,19.999
STR,STR,Aston Martin,FP1,11.0,1.0,HARD,76.064,19.761,35.789,20.514
STR,STR,Aston Martin,FP1,12.0,1.0,HARD,75.975,19.936,35.659,20.38
STR,STR,Aston Martin,FP1,13.0,1.0,HARD,75.77,19.857,35.493,20.42
STR,STR,Aston Martin,FP1,15.0,2.0,SOFT,111.984,24.483,38.464,49.037
STR,STR,Aston Martin,FP1,16.0,2.0,SOFT,73.413,19.348,34.325,19.74
STR,STR,Aston Martin,FP1,17.0,2.0,SOFT,114.181,27.964,60.702,25.515
STR,STR,Aston Martin,FP1,18.0,2.0,SOFT,73.197,19.189,34.186,19.822
STR,STR,Aston Martin,FP1,19.0,2.0,SOFT,118.511,35.432,54.981,28.098
STR,STR,Aston Martin,FP1,20.0,2.0,SOFT,72.789,19.1,34.238,19.451
STR,STR,Aston Martin,FP1,22.0,3.0,SOFT,85.593,24.336,37.924,23.333
STR,STR,Aston Martin,FP1,23.0,3.0,SOFT,74.845,19.47,35.34,20.035
STR,STR,Aston Martin,FP1,24.0,3.0,SOFT,98.724,25.395,49.762,23.567
STR,STR,Aston Martin,FP1,25.0,3.0,SOFT,136.475,24.131,48.202,64.142
MAG,MAG,Haas F1 Team,FP1,1.0,1.0,HARD,94.003,28.999,42.016,22.988
MAG,MAG,Haas F1 Team,FP1,2.0,1.0,HARD,82.161,21.582,37.384,23.195
MAG,MAG,Haas F1 Team,FP1,3.0,1.0,HARD,78.4,20.55,37.207,20.643
MAG,MAG,Haas F1 Team,FP1,4.0,1.0,HARD,76.111,20.105,35.692,20.314
MAG,MAG,Haas F1 Team,FP1,5.0,1.0,HARD,76.013,19.998,35.708,20.307
MAG,MAG,Haas F1 Team,FP1,6.0,1.0,HARD,122.897,20.175,42.861,59.861
MAG,MAG,Haas F1 Team,FP1,7.0,2.0,HARD,97.392,29.721,42.168,25.503
MAG,MAG,Haas F1 Team,FP1,8.0,2.0,HARD,75.186,19.937,35.259,19.99
MAG,MAG,Haas F1 Team,FP1,9.0,2.0,HARD,76.989,19.984,36.146,20.859
MAG,MAG,Haas F1 Team,FP1,10.0,2.0,HARD,75.072,19.7,35.45,19.922
MAG,MAG,Haas F1 Team,FP1,12.0,3.0,MEDIUM,96.519,26.544,45.839,24.136
MAG,MAG,Haas F1 Team,FP1,13.0,3.0,MEDIUM,75.034,19.799,35.279,19.956
MAG,MAG,Haas F1 Team,FP1,14.0,3.0,MEDIUM,74.011,19.563,34.843,19.605
MAG,MAG,Haas F1 Team,FP1,15.0,3.0,MEDIUM,74.003,19.49,34.766,19.747
MAG,MAG,Haas F1 Team,FP1,16.0,3.0,MEDIUM,94.717,24.441,43.703,26.573
MAG,MAG,Haas F1 Team,FP1,17.0,3.0,MEDIUM,77.609,19.374,34.862,23.373
MAG,MAG,Haas F1 Team,FP1,18.0,3.0,MEDIUM,93.569,20.346,46.901,26.322
MAG,MAG,Haas F1 Team,FP1,19.0,3.0,MEDIUM,73.494,19.389,34.572,19.533
MAG,MAG,Haas F1 Team,FP1,20.0,3.0,MEDIUM,84.951,23.526,40.106,21.319
MAG,MAG,Haas F1 Team,FP1,21.0,3.0,MEDIUM,73.39,19.251,34.537,19.602
MAG,MAG,Haas F1 Team,FP1,22.0,3.0,MEDIUM,88.815,22.843,41.014,24.958
MAG,MAG,Haas F1 Team,FP1,23.0,3.0,MEDIUM,91.952,20.721,45.776,25.455
MAG,MAG,Haas F1 Team,FP1,25.0,4.0,HARD,94.259,34.217,38.549,21.493
MAG,MAG,Haas F1 Team,FP1,26.0,4.0,HARD,77.056,20.487,36.127,20.442
MAG,MAG,Haas F1 Team,FP1,27.0,4.0,HARD,76.076,20.207,35.664,20.205
MAG,MAG,Haas F1 Team,FP1,28.0,4.0,HARD,76.395,20.12,35.71,20.565
MAG,MAG,Haas F1 Team,FP1,29.0,4.0,HARD,76.291,20.152,35.867,20.272
MAG,MAG,Haas F1 Team,FP1,30.0,4.0,HARD,76.096,20.142,35.729,20.225
MAG,MAG,Haas F1 Team,FP1,31.0,4.0,HARD,75.999,20.03,35.727,20.242
MAG,MAG,Haas F1 Team,FP1,32.0,4.0,HARD,127.617,26.389,43.839,57.389
TSU,TSU,RB,FP1,1.0,1.0,MEDIUM,101.973,33.686,45.27,23.017
TSU,TSU,RB,FP1,2.0,1.0,MEDIUM,80.196,21.46,37.717,21.019
TSU,TSU,RB,FP1,3.0,1.0,MEDIUM,77.227,20.315,36.196,20.716
TSU,TSU,RB,FP1,4.0,1.0,MEDIUM,85.943,23.281,39.696,22.966
TSU,TSU,RB,FP1,5.0,1.0,MEDIUM,75.898,20.02,35.652,20.226
TSU,TSU,RB,FP1,6.0,1.0,MEDIUM,93.122,22.524,42.044,28.554
TSU,TSU,RB,FP1,7.0,1.0,MEDIUM,84.053,19.852,36.762,27.439
TSU,TSU,RB,FP1,8.0,1.0,MEDIUM,75.266,19.833,35.251,20.182
TSU,TSU,RB,FP1,9.0,1.0,MEDIUM,105.85,30.394,46.5,28.956
TSU,TSU,RB,FP1,10.0,1.0,MEDIUM,74.34,19.434,35.004,19.902
TSU,TSU,RB,FP1,11.0,1.0,MEDIUM,105.081,28.992,48.211,27.878
TSU,TSU,RB,FP1,12.0,1.0,MEDIUM,74.192,19.452,34.945,19.795
TSU,TSU,RB,FP1,13.0,1.0,MEDIUM,106.975,32.365,50.589,24.021
TSU,TSU,RB,FP1,14.0,1.0,MEDIUM,73.89,19.359,34.783,19.748
TSU,TSU,RB,FP1,15.0,1.0,MEDIUM,96.278,24.952,48.35,22.976
TSU,TSU,RB,FP1,16.0,1.0,MEDIUM,73.612,19.276,34.739,19.597
TSU,TSU,RB,FP1,18.0,2.0,SOFT,93.454,27.935,41.011,24.508
TSU,TSU,RB,FP1,19.0,2.0,SOFT,88.426,23.088,43.211,22.127
TSU,TSU,RB,FP1,20.0,2.0,SOFT,73.104,19.163,34.39,19.551
TSU,TSU,RB,FP1,21.0,2.0,SOFT,104.056,30.721,49.213,24.122
TSU,TSU,RB,FP1,22.0,2.0,SOFT,72.875,19.031,34.423,19.421
TSU,TSU,RB,FP1,23.0,2.0,SOFT,111.091,30.858,52.097,28.136
TSU,TSU,RB,FP1,24.0,2.0,SOFT,108.987,27.948,49.717,31.322
TSU,TSU,RB,FP1,25.0,2.0,SOFT,81.369,19.203,38.691,23.475
TSU,TSU,RB,FP1,27.0,3.0,SOFT,96.38,30.654,42.845,22.881
TSU,TSU,RB,FP1,28.0,3.0,SOFT,95.076,26.372,45.15,23.554
TSU,TSU,RB,FP1,29.0,3.0,SOFT,89.712,24.048,41.716,23.948
TSU,TSU,RB,FP1,30.0,3.0,SOFT,88.169,23.879,42.665,21.625
TSU,TSU,RB,FP1,31.0,3.0,SOFT,73.147,19.108,34.491,19.548
TSU,TSU,RB,FP1,32.0,3.0,SOFT,92.842,23.72,41.979,27.143
TSU,TSU,RB,FP1,33.0,3.0,SOFT,122.82,23.307,48.233,51.28
ALB,ALB,Williams,FP1,1.0,1.0,HARD,96.818,28.65,42.876,25.292
ALB,ALB,Williams,FP1,2.0,1.0,HARD,80.149,21.831,37.277,21.041
ALB,ALB,Williams,FP1,3.0,1.0,HARD,77.612,20.696,36.42,20.496
ALB,ALB,Williams,FP1,4.0,1.0,HARD,76.451,20.163,35.993,20.295
ALB,ALB,Williams,FP1,5.0,1.0,HARD,87.724,22.635,41.165,23.924
ALB,ALB,Williams,FP1,6.0,1.0,HARD,75.561,20.072,35.551,19.938
ALB,ALB,Williams,FP1,7.0,1.0,HARD,98.063,21.467,42.833,33.763
ALB,ALB,Williams,FP1,8.0,1.0,HARD,83.194,20.135,38.7,24.359
ALB,ALB,Williams,FP1,9.0,1.0,HARD,74.967,19.681,35.404,19.882
